# cosmological_parameters--omega_m cosmological_parameters--s_8 cosmological_parameters--h0 cosmological_parameters--omega_b cosmological_parameters--n_s cosmological_parameters--w
3.203906249999999845e-01 6.744140625000000222e-01 8.157812500000000133e-01 6.453125000000001221e-02 9.160937500000000400e-01 -1.958984375000000000e+00
1.303906249999999822e-01 7.994140625000000222e-01 6.357812500000000755e-01 4.453125000000000139e-02 1.016093750000000018e+00 -1.208984375000000000e+00
1.274218749999999900e-01 6.998046875000000222e-01 8.129687500000000178e-01 3.984374999999999722e-02 9.207812499999999956e-01 -9.394531250000000000e-01
3.174218749999999645e-01 8.248046875000000222e-01 6.329687500000000799e-01 5.984375000000000111e-02 1.020781249999999973e+00 -1.689453125000000000e+00
4.124218749999999933e-01 7.623046875000000222e-01 7.229687500000000488e-01 4.984375000000000611e-02 9.707812500000000400e-01 -5.644531250000000000e-01
2.224218749999999911e-01 8.873046875000000222e-01 9.029687500000000977e-01 6.984375000000000999e-02 8.707812499999999512e-01 -1.314453125000000000e+00
2.699218749999999778e-01 7.310546875000000222e-01 5.879687500000000400e-01 3.484374999999999972e-02 9.957812500000000622e-01 -1.501953125000000000e+00
4.599218749999999800e-01 8.560546875000000222e-01 7.679687500000000888e-01 5.484375000000000361e-02 8.957812499999999734e-01 -7.519531250000000000e-01
3.649218750000000067e-01 6.685546875000000222e-01 8.579687500000000577e-01 4.484375000000000167e-02 9.457812500000000178e-01 -1.876953125000000000e+00
1.749218750000000044e-01 7.935546875000000222e-01 6.779687500000000089e-01 6.484375000000000555e-02 1.045781250000000107e+00 -1.126953125000000000e+00
1.986718749999999978e-01 7.466796875000000222e-01 8.804687500000000222e-01 5.234375000000000833e-02 1.033281249999999929e+00 -1.220703125000000000e+00
3.886718750000000000e-01 8.716796875000000222e-01 7.004687499999999734e-01 3.234374999999999750e-02 9.332812500000000622e-01 -1.970703125000000000e+00
4.836718749999999734e-01 6.841796875000000222e-01 6.104687500000000044e-01 6.234375000000000333e-02 8.832812500000000178e-01 -8.457031250000000000e-01
2.936718750000000266e-01 8.091796875000000222e-01 7.904687500000000533e-01 4.234374999999999944e-02 9.832812499999999956e-01 -1.595703125000000000e+00
2.461718749999999845e-01 6.529296875000000222e-01 6.554687500000000444e-01 5.734375000000000583e-02 9.082812500000000400e-01 -1.408203125000000000e+00
4.361718749999999867e-01 7.779296875000000222e-01 8.354687499999999822e-01 3.734375000000000194e-02 1.008281250000000018e+00 -6.582031250000000000e-01
3.411718750000000133e-01 7.154296875000000222e-01 7.454687500000000133e-01 6.734375000000000777e-02 1.058281250000000062e+00 -1.783203125000000000e+00
1.511718750000000111e-01 8.404296875000000222e-01 5.654687500000000755e-01 4.734375000000000389e-02 9.582812499999999734e-01 -1.033203125000000000e+00
1.630468749999999800e-01 7.232421875000000222e-01 6.892187499999999911e-01 4.359375000000000056e-02 8.770312500000000400e-01 -6.113281250000000000e-01
3.530468749999999822e-01 8.482421875000000222e-01 8.692187500000000400e-01 6.359375000000000444e-02 9.770312500000000178e-01 -1.361328125000000000e+00
4.480468750000000111e-01 6.607421875000000222e-01 7.792187500000000711e-01 3.359374999999999861e-02 1.027031250000000062e+00 -9.863281250000000000e-01
2.580468750000000089e-01 7.857421875000000222e-01 5.992187500000000222e-01 5.359375000000000250e-02 9.270312499999999734e-01 -1.736328125000000000e+00
3.055468749999999956e-01 6.919921875000000222e-01 8.242187500000000000e-01 4.859375000000000500e-02 1.052031249999999973e+00 -1.923828125000000000e+00
4.955468749999999978e-01 8.169921875000000222e-01 6.442187500000000622e-01 6.859375000000000888e-02 9.520312499999999956e-01 -1.173828125000000000e+00
4.005468750000000244e-01 7.544921875000000222e-01 5.542187500000000933e-01 3.859375000000000305e-02 9.020312500000000622e-01 -1.548828125000000000e+00
2.105468749999999944e-01 8.794921875000000222e-01 7.342187500000000311e-01 5.859375000000000000e-02 1.002031249999999929e+00 -7.988281250000000000e-01
1.867968750000000011e-01 6.763671875000000222e-01 6.217187500000000977e-01 6.609375000000000666e-02 9.895312499999999734e-01 -7.050781250000000000e-01
3.767968749999999756e-01 8.013671875000000222e-01 8.017187500000000355e-01 4.609375000000000278e-02 8.895312499999999956e-01 -1.455078125000000000e+00
4.717968750000000044e-01 7.388671875000000222e-01 8.917187500000000044e-01 5.609375000000000472e-02 9.395312500000000400e-01 -1.080078125000000000e+00
2.817968750000000022e-01 8.638671875000000222e-01 7.117187500000000666e-01 3.609375000000000083e-02 1.039531250000000018e+00 -1.830078125000000000e+00
2.342968750000000155e-01 7.701171875000000222e-01 7.567187499999999956e-01 6.109375000000000222e-02 9.645312500000000622e-01 -1.642578125000000000e+00
4.242968750000000178e-01 8.951171875000000222e-01 5.767187500000000577e-01 4.109374999999999833e-02 1.064531250000000151e+00 -8.925781250000000000e-01
3.292968749999999889e-01 7.076171875000000222e-01 6.667187500000000266e-01 5.109375000000000722e-02 1.014531250000000107e+00 -1.267578125000000000e+00
1.392968749999999867e-01 8.326171875000000222e-01 8.467187499999999645e-01 3.109374999999999986e-02 9.145312500000000178e-01 -5.175781250000000000e-01
1.333593750000000022e-01 7.662109375000000222e-01 6.048437500000000133e-01 5.671875000000000527e-02 1.061406250000000107e+00 -1.900390625000000000e+00
3.233593750000000044e-01 8.912109375000000222e-01 7.848437500000000622e-01 3.671875000000000139e-02 9.614062500000000178e-01 -1.150390625000000000e+00
4.183593749999999778e-01 7.037109375000000222e-01 8.748437500000000311e-01 6.671875000000000722e-02 9.114062499999999734e-01 -1.525390625000000000e+00
2.283593750000000033e-01 8.287109375000000222e-01 6.948437499999999822e-01 4.671875000000000333e-02 1.011406250000000062e+00 -7.753906250000000000e-01
2.758593750000000178e-01 6.724609375000000222e-01 7.398437500000000222e-01 5.171875000000000777e-02 8.864062499999999512e-01 -5.878906250000000000e-01
4.658593750000000200e-01 7.974609375000000222e-01 5.598437500000000844e-01 3.171874999999999695e-02 9.864062500000000400e-01 -1.337890625000000000e+00
3.708593749999999911e-01 7.349609375000000222e-01 6.498437500000000533e-01 6.171875000000000278e-02 1.036406249999999973e+00 -9.628906250000000000e-01
1.808593749999999889e-01 8.599609375000000222e-01 8.298437499999999911e-01 4.171874999999999889e-02 9.364062499999999956e-01 -1.712890625000000000e+00
2.046093749999999822e-01 6.880859375000000222e-01 7.173437500000000577e-01 3.421874999999999917e-02 9.489062500000000622e-01 -1.806640625000000000e+00
3.946093749999999845e-01 8.130859375000000222e-01 8.973437500000001066e-01 5.421875000000000305e-02 1.048906250000000151e+00 -1.056640625000000000e+00
4.896093750000000133e-01 7.505859375000000222e-01 8.073437500000000266e-01 4.421875000000000111e-02 9.989062500000001066e-01 -1.431640625000000000e+00
2.996093750000000111e-01 8.755859375000000222e-01 6.273437500000000888e-01 6.421875000000000500e-02 8.989062500000000178e-01 -6.816406250000000000e-01
2.521093749999999689e-01 7.193359375000000222e-01 8.523437499999999556e-01 3.921874999999999667e-02 9.739062499999999734e-01 -8.691406250000000000e-01
4.421093750000000266e-01 8.443359375000000222e-01 6.723437500000000178e-01 5.921875000000000056e-02 8.739062499999999956e-01 -1.619140625000000000e+00
3.471093749999999978e-01 6.568359375000000222e-01 5.823437500000000488e-01 4.921875000000000555e-02 9.239062500000000400e-01 -1.244140625000000000e+00
1.571093749999999956e-01 7.818359375000000222e-01 7.623437500000000977e-01 6.921875000000000944e-02 1.023906250000000018e+00 -1.994140625000000000e+00
1.452343749999999989e-01 6.646484375000000222e-01 9.085937500000000888e-01 6.046875000000000167e-02 1.017656249999999929e+00 -1.572265625000000000e+00
3.352343749999999734e-01 7.896484375000000222e-01 7.285937500000000400e-01 4.046874999999999778e-02 9.176562500000000622e-01 -8.222656250000000000e-01
4.302343750000000022e-01 7.271484375000000222e-01 6.385937500000000711e-01 5.046875000000000666e-02 9.676562499999999956e-01 -1.947265625000000000e+00
2.402343750000000000e-01 8.521484375000000222e-01 8.185937500000000089e-01 3.046874999999999931e-02 1.067656249999999973e+00 -1.197265625000000000e+00
2.877343749999999867e-01 7.583984375000000222e-01 6.835937500000000000e-01 6.546875000000000611e-02 9.426562499999999734e-01 -1.009765625000000000e+00
4.777343749999999889e-01 8.833984375000000222e-01 8.635937500000000488e-01 4.546875000000000222e-02 1.042656250000000062e+00 -1.759765625000000000e+00
3.827343750000000155e-01 6.958984375000000222e-01 7.735937500000000799e-01 5.546875000000000416e-02 9.926562500000000178e-01 -6.347656250000000000e-01
1.927343750000000133e-01 8.208984375000000222e-01 5.935937500000000311e-01 3.546875000000000028e-02 8.926562500000000400e-01 -1.384765625000000000e+00
1.689843749999999922e-01 7.427734375000000222e-01 7.960937500000000444e-01 4.796875000000000444e-02 9.051562499999999956e-01 -1.291015625000000000e+00
3.589843750000000222e-01 8.677734375000000222e-01 6.160937499999999956e-01 6.796875000000000833e-02 1.005156249999999973e+00 -5.410156250000000000e-01
4.539843749999999956e-01 6.802734375000000222e-01 7.060937500000000755e-01 3.796875000000000250e-02 1.055156250000000018e+00 -1.666015625000000000e+00
2.639843749999999933e-01 8.052734375000000222e-01 8.860937500000000133e-01 5.796874999999999944e-02 9.551562500000000400e-01 -9.160156250000000000e-01
2.164843750000000067e-01 7.115234375000000222e-01 5.710937500000000666e-01 4.296875000000000000e-02 1.030156250000000107e+00 -1.103515625000000000e+00
4.064843750000000089e-01 8.365234375000000222e-01 7.510937500000000044e-01 6.296875000000000389e-02 9.301562500000000178e-01 -1.853515625000000000e+00
3.114843750000000355e-01 7.740234375000000222e-01 8.410937499999999734e-01 3.296874999999999806e-02 8.801562499999999734e-01 -7.285156250000000000e-01
1.214843749999999917e-01 8.990234375000000222e-01 6.610937500000000355e-01 5.296875000000000194e-02 9.801562500000000622e-01 -1.478515625000000000e+00
1.222265624999999967e-01 7.745117187500000222e-01 7.855468750000000888e-01 4.132812500000000028e-02 1.036796875000000062e+00 -5.380859375000000000e-01
3.122265625000000266e-01 8.995117187500000222e-01 6.055468750000000400e-01 6.132812500000000416e-02 9.367968749999999734e-01 -1.288085937500000000e+00
4.072265625000000000e-01 7.120117187500000222e-01 6.955468750000000089e-01 3.132812499999999833e-02 8.867968750000000400e-01 -9.130859375000000000e-01
2.172265624999999978e-01 8.370117187500000222e-01 8.755468750000000577e-01 5.132812500000000222e-02 9.867968750000000178e-01 -1.663085937500000000e+00
2.647265624999999845e-01 6.807617187500000222e-01 5.605468750000000000e-01 4.632812499999999778e-02 9.117968750000000622e-01 -1.850585937500000000e+00
4.547265624999999867e-01 8.057617187500000222e-01 7.405468750000000488e-01 6.632812500000001554e-02 1.011796874999999929e+00 -1.100585937500000000e+00
3.597265625000000133e-01 7.432617187500000222e-01 8.305468750000000178e-01 3.632812500000000278e-02 1.061796874999999973e+00 -1.475585937500000000e+00
1.697265625000000111e-01 8.682617187500000222e-01 6.505468750000000799e-01 5.632812500000000666e-02 9.617968749999999956e-01 -7.255859375000000000e-01
1.934765625000000044e-01 6.963867187500000222e-01 8.980468750000000222e-01 6.882812500000000389e-02 9.242968750000000178e-01 -8.193359375000000000e-01
3.834765625000000067e-01 8.213867187500000222e-01 7.180468749999999734e-01 4.882812500000000000e-02 1.024296875000000107e+00 -1.569335937500000000e+00
4.784765624999999800e-01 7.588867187500000222e-01 6.280468750000000044e-01 5.882812500000000888e-02 9.742968750000000622e-01 -1.194335937500000000e+00
2.884765624999999778e-01 8.838867187500000222e-01 8.080468750000000533e-01 3.882812499999999806e-02 8.742968749999999734e-01 -1.944335937500000000e+00
2.409765624999999911e-01 7.276367187500000222e-01 6.730468750000000444e-01 6.382812500000001332e-02 9.992968749999999734e-01 -1.756835937500000000e+00
4.309765624999999933e-01 8.526367187500000222e-01 8.530468749999999822e-01 4.382812500000000250e-02 8.992968749999999956e-01 -1.006835937500000000e+00
3.359765624999999645e-01 6.651367187500000222e-01 7.630468750000000133e-01 5.382812500000000444e-02 9.492968750000000400e-01 -1.381835937500000000e+00
1.459765624999999900e-01 7.901367187500000222e-01 5.830468750000000755e-01 3.382812500000000056e-02 1.049296875000000018e+00 -6.318359375000000000e-01
1.578515624999999867e-01 6.573242187500000222e-01 7.292968750000000666e-01 3.507812500000000167e-02 9.930468749999999956e-01 -1.053710937500000000e+00
3.478515624999999889e-01 7.823242187500000222e-01 9.092968750000000044e-01 5.507812500000000555e-02 8.930468750000000178e-01 -1.803710937500000000e+00
4.428515625000000178e-01 7.198242187500000222e-01 8.192968750000000355e-01 4.507812500000000361e-02 9.430468750000000622e-01 -6.787109375000000000e-01
2.528515624999999600e-01 8.448242187500000222e-01 6.392968750000000977e-01 6.507812500000001443e-02 1.043046874999999929e+00 -1.428710937500000000e+00
3.003515625000000022e-01 7.510742187500000222e-01 8.642968749999999645e-01 3.007812499999999722e-02 9.680468749999999734e-01 -1.616210937500000000e+00
4.903515625000000044e-01 8.760742187500000222e-01 6.842968750000000266e-01 5.007812500000000111e-02 1.068046875000000062e+00 -8.662109375000000000e-01
3.953515624999999756e-01 6.885742187500000222e-01 5.942968750000000577e-01 4.007812499999999917e-02 1.018046875000000018e+00 -1.991210937500000000e+00
2.053515625000000011e-01 8.135742187500000222e-01 7.742968749999999956e-01 6.007812500000000305e-02 9.180468750000000400e-01 -1.241210937500000000e+00
1.816015624999999800e-01 7.354492187500000222e-01 6.167968750000000222e-01 5.257812500000000333e-02 8.805468749999999512e-01 -1.147460937500000000e+00
3.716015624999999822e-01 8.604492187500000222e-01 7.967968750000000711e-01 3.257812499999999944e-02 9.805468750000000400e-01 -1.897460937500000000e+00
4.666015625000000111e-01 6.729492187500000222e-01 8.867968750000000400e-01 6.257812500000001221e-02 1.030546874999999973e+00 -7.724609375000000000e-01
2.766015625000000089e-01 7.979492187500000222e-01 7.067968749999999911e-01 4.257812500000000139e-02 9.305468749999999956e-01 -1.522460937500000000e+00
2.291015624999999944e-01 7.041992187500000222e-01 7.517968750000000311e-01 5.757812500000000777e-02 1.055546875000000107e+00 -1.334960937500000000e+00
4.191015625000000244e-01 8.291992187500000222e-01 5.717968750000000933e-01 3.757812500000000389e-02 9.555468750000000178e-01 -5.849609375000000000e-01
3.241015624999999956e-01 7.666992187500000222e-01 6.617968750000000622e-01 6.757812500000000278e-02 9.055468749999999734e-01 -1.709960937500000000e+00
1.341015624999999933e-01 8.916992187500000222e-01 8.417968750000000000e-01 4.757812499999999889e-02 1.005546875000000062e+00 -9.599609375000000000e-01
1.400390625000000056e-01 7.081054687500000222e-01 6.336718749999999956e-01 6.445312500000000000e-02 9.461718749999999956e-01 -1.452148437500000000e+00
3.300390625000000355e-01 8.331054687500000222e-01 8.136718750000000444e-01 4.445312500000000305e-02 1.046171874999999973e+00 -7.021484375000000000e-01
4.250390625000000089e-01 7.706054687500000222e-01 9.036718750000000133e-01 5.445312500000000500e-02 9.961718750000000400e-01 -1.827148437500000000e+00
2.350390625000000067e-01 8.956054687500000222e-01 7.236718750000000755e-01 3.445312500000000111e-02 8.961718749999999512e-01 -1.077148437500000000e+00
2.825390624999999933e-01 7.393554687500000222e-01 7.686718750000000044e-01 6.945312500000000444e-02 9.711718750000000178e-01 -8.896484375000000000e-01
4.725390624999999956e-01 8.643554687500000222e-01 5.886718750000000666e-01 4.945312500000000056e-02 8.711718750000000400e-01 -1.639648437500000000e+00
3.775390625000000222e-01 6.768554687500000222e-01 6.786718750000000355e-01 5.945312500000000944e-02 9.211718749999999734e-01 -5.146484375000000000e-01
1.875390624999999922e-01 8.018554687500000222e-01 8.586718749999999734e-01 3.945312499999999861e-02 1.021171875000000062e+00 -1.264648437500000000e+00
2.112890625000000133e-01 7.549804687500000222e-01 7.011718750000000000e-01 4.695312499999999833e-02 1.058671875000000151e+00 -1.358398437500000000e+00
4.012890625000000155e-01 8.799804687500000222e-01 8.811718750000000488e-01 6.695312500000000222e-02 9.586718750000000622e-01 -6.083984375000000000e-01
4.962890624999999889e-01 6.924804687500000222e-01 7.911718750000000799e-01 3.695312500000000333e-02 9.086718750000000178e-01 -1.733398437500000000e+00
3.062890624999999867e-01 8.174804687500000222e-01 6.111718750000000311e-01 5.695312500000000722e-02 1.008671875000000107e+00 -9.833984375000000000e-01
