# cosmological_parameters--omega_m cosmological_parameters--s_8 cosmological_parameters--h0 cosmological_parameters--omega_b cosmological_parameters--n_s
3.023925781249999778e-01 7.309326171875000222e-01 8.258007812500001155e-01 4.345703125000000000e-02 9.872851562500000178e-01
4.923925781249999800e-01 8.559326171875000222e-01 6.458007812500000666e-01 6.345703125000000389e-02 8.872851562500000400e-01
3.973925781250000067e-01 6.684326171875000222e-01 5.558007812500000977e-01 3.345703124999999806e-02 9.372851562499999734e-01
2.073925781250000044e-01 7.934326171875000222e-01 7.358007812500000355e-01 5.345703125000000194e-02 1.037285156250000062e+00
1.836425781250000111e-01 7.465576171875000222e-01 6.233007812499999911e-01 6.095703125000000167e-02 1.049785156250000018e+00
3.736425781250000133e-01 8.715576171875000222e-01 8.033007812500000400e-01 4.095703124999999778e-02 9.497851562500000400e-01
4.686425781249999867e-01 6.840576171875000222e-01 8.933007812500000089e-01 5.095703125000000666e-02 8.997851562499999956e-01
2.786425781249999845e-01 8.090576171875000222e-01 7.133007812500000711e-01 3.095703124999999931e-02 9.997851562499999734e-01
2.311425781249999978e-01 6.528076171875000222e-01 7.583007812500000000e-01 6.595703125000000611e-02 8.747851562499999734e-01
4.211425781250000000e-01 7.778076171875000222e-01 5.783007812500000622e-01 4.595703125000000222e-02 9.747851562500000622e-01
3.261425781250000266e-01 7.153076171875000222e-01 6.683007812500000311e-01 5.595703125000000416e-02 1.024785156250000107e+00
1.361425781249999967e-01 8.403076171875000222e-01 8.483007812500000799e-01 3.595703125000000028e-02 9.247851562500000178e-01
1.420800781250000089e-01 6.645263671875000222e-01 5.951757812500000355e-01 5.158203125000000722e-02 9.779101562499999956e-01
3.320800781250000111e-01 7.895263671875000222e-01 7.751757812499999734e-01 3.158203124999999639e-02 8.779101562500000178e-01
4.270800781249999845e-01 7.270263671875000222e-01 8.651757812500000533e-01 6.158203125000000222e-02 9.279101562500000622e-01
2.370800781249999822e-01 8.520263671875000222e-01 6.851757812500000044e-01 4.158203124999999833e-02 1.027910156249999929e+00
2.845800781249999689e-01 7.582763671875000222e-01 7.301757812500000444e-01 5.658203125000000472e-02 9.529101562499999734e-01
4.745800781250000266e-01 8.832763671875000222e-01 5.501757812499999956e-01 3.658203125000000083e-02 1.052910156250000062e+00
3.795800781249999978e-01 6.957763671875000222e-01 6.401757812500000755e-01 6.658203125000000666e-02 1.002910156250000018e+00
1.895800781249999956e-01 8.207763671875000222e-01 8.201757812500000133e-01 4.658203125000000278e-02 9.029101562500000400e-01
2.133300781249999889e-01 7.426513671875000222e-01 7.076757812500000799e-01 3.908203125000000305e-02 8.904101562499999734e-01
4.033300781249999911e-01 8.676513671875000222e-01 8.876757812500000178e-01 5.908203125000000000e-02 9.904101562500000622e-01
4.983300781250000200e-01 6.801513671875000222e-01 7.976757812500000488e-01 4.908203125000000500e-02 1.040410156250000107e+00
3.083300781250000178e-01 8.051513671875000222e-01 6.176757812500000000e-01 6.908203125000000888e-02 9.404101562500000178e-01
2.608300781250000311e-01 7.114013671875000222e-01 8.426757812500000888e-01 3.408203124999999861e-02 1.065410156250000018e+00
4.508300781249999778e-01 8.364013671875000222e-01 6.626757812500000400e-01 5.408203125000000250e-02 9.654101562500000400e-01
3.558300781250000044e-01 7.739013671875000222e-01 5.726757812500000711e-01 4.408203125000000056e-02 9.154101562499999956e-01
1.658300781250000022e-01 8.989013671875000222e-01 7.526757812500000089e-01 6.408203125000000444e-02 1.015410156249999973e+00
1.539550781250000056e-01 7.660888671875000222e-01 8.989257812500000000e-01 6.533203125000000555e-02 1.021660156250000062e+00
3.439550781250000355e-01 8.910888671875000222e-01 7.189257812500000622e-01 4.533203125000000167e-02 9.216601562499999734e-01
4.389550781250000089e-01 7.035888671875000222e-01 6.289257812499999822e-01 5.533203125000000361e-02 8.716601562500000400e-01
2.489550781250000067e-01 8.285888671875000222e-01 8.089257812500000311e-01 3.533203124999999972e-02 9.716601562500000178e-01
2.964550781249999933e-01 6.723388671875000222e-01 6.739257812500000222e-01 6.033203125000000111e-02 8.966601562499999512e-01
4.864550781249999956e-01 7.973388671875000222e-01 8.539257812500000711e-01 4.033203124999999722e-02 9.966601562500000400e-01
3.914550781250000222e-01 7.348388671875000222e-01 7.639257812499999911e-01 5.033203125000000611e-02 1.046660156249999973e+00
2.014550781249999922e-01 8.598388671875000222e-01 5.839257812500000533e-01 3.033203124999999875e-02 9.466601562499999956e-01
1.777050781249999989e-01 6.879638671875000222e-01 7.864257812500000666e-01 4.283203124999999944e-02 9.341601562500000400e-01
3.677050781249999734e-01 8.129638671875000222e-01 6.064257812500000178e-01 6.283203125000000333e-02 1.034160156250000018e+00
4.627050781250000022e-01 7.504638671875000222e-01 6.964257812500000977e-01 3.283203124999999750e-02 9.841601562499999734e-01
2.727050781250000000e-01 8.754638671875000222e-01 8.764257812500000355e-01 5.283203125000000833e-02 8.841601562499999956e-01
2.252050781250000133e-01 7.192138671875000222e-01 5.614257812500000888e-01 4.783203125000000389e-02 1.009160156250000107e+00
4.152050781250000155e-01 8.442138671875000222e-01 7.414257812500000266e-01 6.783203125000000777e-02 9.091601562500000178e-01
3.202050781249999867e-01 6.567138671875000222e-01 8.314257812500001066e-01 3.783203125000000194e-02 9.591601562500000622e-01
1.302050781249999845e-01 7.817138671875000222e-01 6.514257812500000577e-01 5.783203125000000583e-02 1.059160156250000151e+00
1.272363281249999922e-01 6.938232421875000222e-01 8.398632812499999822e-01 6.251953125000000999e-02 8.763476562499999956e-01
3.172363281250000222e-01 8.188232421875000222e-01 6.598632812500000444e-01 4.251953124999999917e-02 9.763476562499999734e-01
4.122363281249999956e-01 7.563232421875000222e-01 5.698632812500000755e-01 5.251953125000000111e-02 1.026347656250000018e+00
2.222363281249999933e-01 8.813232421875000222e-01 7.498632812500000133e-01 3.251953124999999722e-02 9.263476562500000400e-01
2.697363281250000355e-01 7.250732421875000222e-01 7.048632812499999734e-01 6.751953125000001443e-02 1.051347656250000151e+00
4.597363281249999822e-01 8.500732421875000222e-01 8.848632812500000222e-01 4.751953125000000361e-02 9.513476562500000622e-01
3.647363281250000089e-01 6.625732421875000222e-01 7.948632812500000533e-01 5.751953125000000555e-02 9.013476562500000178e-01
1.747363281250000067e-01 7.875732421875000222e-01 6.148632812500000044e-01 3.751953125000000167e-02 1.001347656250000107e+00
1.984863281250000000e-01 7.719482421875000222e-01 7.723632812500000888e-01 4.501953125000000139e-02 9.888476562500000400e-01
3.884863281250000022e-01 8.969482421875000222e-01 5.923632812500000400e-01 6.501953125000001221e-02 8.888476562499999512e-01
4.834863281249999756e-01 7.094482421875000222e-01 6.823632812500000089e-01 3.501953124999999944e-02 9.388476562499999956e-01
2.934863281249999734e-01 8.344482421875000222e-01 8.623632812500000577e-01 5.501953125000000333e-02 1.038847656249999973e+00
2.459863281249999867e-01 6.781982421875000222e-01 6.373632812500000799e-01 4.001953125000000389e-02 9.638476562500000178e-01
4.359863281249999889e-01 8.031982421875000222e-01 8.173632812500000178e-01 6.001953125000000777e-02 1.063847656250000107e+00
3.409863281249999600e-01 7.406982421875000222e-01 9.073632812500000977e-01 3.001953124999999847e-02 1.013847656250000062e+00
1.509863281249999856e-01 8.656982421875000222e-01 7.273632812500000488e-01 5.001953124999999889e-02 9.138476562499999734e-01
1.628613281249999822e-01 7.328857421875000222e-01 5.811132812500000577e-01 5.876953125000000666e-02 9.200976562500000622e-01
3.528613281249999845e-01 8.578857421875000222e-01 7.611132812499999956e-01 3.876953125000000278e-02 1.020097656249999929e+00
4.478613281250000133e-01 6.703857421875000222e-01 8.511132812499999645e-01 6.876953125000001554e-02 9.700976562499999956e-01
2.578613281249999556e-01 7.953857421875000222e-01 6.711132812500000266e-01 4.876953124999999778e-02 8.700976562500000178e-01
3.053613281249999978e-01 7.016357421875000222e-01 8.061132812500000355e-01 5.376953125000000222e-02 9.950976562500000178e-01
4.953613281250000000e-01 8.266357421875000222e-01 6.261132812500000977e-01 3.376953124999999833e-02 8.950976562500000400e-01
4.003613281249999711e-01 7.641357421875000222e-01 7.161132812500000666e-01 6.376953125000001110e-02 9.450976562499999734e-01
2.103613281249999967e-01 8.891357421875000222e-01 8.961132812500000044e-01 4.376953125000000028e-02 1.045097656250000062e+00
1.866113281249999756e-01 6.547607421875000222e-01 6.486132812500000622e-01 3.126953124999999611e-02 1.032597656250000107e+00
3.766113281249999778e-01 7.797607421875000222e-01 8.286132812500000000e-01 5.126953125000000000e-02 9.325976562500000178e-01
4.716113281250000067e-01 7.172607421875000222e-01 7.386132812500000311e-01 4.126953125000000500e-02 8.825976562499999734e-01
2.816113281250000044e-01 8.422607421875000222e-01 5.586132812500000933e-01 6.126953125000000194e-02 9.825976562500000622e-01
2.341113281249999900e-01 7.485107421875000222e-01 8.736132812500000400e-01 3.626953125000000056e-02 9.075976562499999956e-01
