# cosmological_parameters--omega_m cosmological_parameters--s_8 cosmological_parameters--h0 cosmological_parameters--omega_b cosmological_parameters--n_s intrinsic_alignment_parameters--a1 intrinsic_alignment_parameters--alpha1 intrinsic_alignment_parameters--a2 intrinsic_alignment_parameters--alpha2 intrinsic_alignment_parameters--bias_ta
3.367187500000000111e-01 9.257812500000000000e-01 8.059374999999999734e-01 5.781250000000000278e-02 9.278125000000000400e-01 1.328125000000000000e+00 -3.359375000000000000e+00 -2.265625000000000000e+00 3.828125000000000000e+00 1.453125000000000000e+00
4.317187499999999845e-01 5.507812500000000000e-01 8.959375000000000533e-01 4.781250000000000083e-02 8.778124999999999956e-01 -1.171875000000000000e+00 -8.593750000000000000e-01 2.343750000000000000e-01 -3.671875000000000000e+00 1.953125000000000000e+00
2.417187499999999822e-01 8.007812500000000000e-01 7.159375000000000044e-01 6.781249999999999778e-02 9.778124999999999734e-01 3.828125000000000000e+00 4.140625000000000000e+00 -4.765625000000000000e+00 1.328125000000000000e+00 9.531250000000000000e-01
2.892187499999999689e-01 6.132812500000000000e-01 7.609375000000000444e-01 3.281250000000000139e-02 9.028125000000000178e-01 2.578125000000000000e+00 3.906250000000000000e-01 -1.015625000000000000e+00 -2.421875000000000000e+00 1.703125000000000000e+00
4.792187500000000266e-01 8.632812500000000000e-01 5.809374999999999956e-01 5.281249999999999833e-02 1.002812500000000107e+00 -2.421875000000000000e+00 -4.609375000000000000e+00 3.984375000000000000e+00 2.578125000000000000e+00 7.031250000000000000e-01
3.842187499999999978e-01 7.382812500000000000e-01 6.709375000000000755e-01 4.281250000000000333e-02 1.052812500000000151e+00 7.812500000000000000e-02 -2.109375000000000000e+00 -3.515625000000000000e+00 -4.921875000000000000e+00 2.031250000000000000e-01
1.942187499999999956e-01 9.882812500000000000e-01 8.509375000000000133e-01 6.281250000000000722e-02 9.528125000000000622e-01 -4.921875000000000000e+00 2.890625000000000000e+00 1.484375000000000000e+00 7.812500000000000000e-02 1.203125000000000000e+00
1.704687500000000022e-01 5.195312500000000000e-01 6.934375000000000400e-01 5.031250000000000305e-02 9.403124999999999956e-01 -4.296875000000000000e+00 2.265625000000000000e+00 -2.890625000000000000e+00 -1.796875000000000000e+00 3.281250000000000000e-01
3.604687500000000044e-01 7.695312500000000000e-01 8.734375000000000888e-01 3.031249999999999917e-02 1.040312499999999973e+00 7.031250000000000000e-01 -2.734375000000000000e+00 2.109375000000000000e+00 3.203125000000000000e+00 1.328125000000000000e+00
4.554687499999999778e-01 6.445312500000000000e-01 7.834375000000000089e-01 6.031250000000000500e-02 9.903125000000000400e-01 -1.796875000000000000e+00 -2.343750000000000000e-01 -3.906250000000000000e-01 -4.296875000000000000e+00 1.828125000000000000e+00
2.654687500000000311e-01 8.945312500000000000e-01 6.034375000000000711e-01 4.031250000000000111e-02 8.903124999999999512e-01 3.203125000000000000e+00 4.765625000000000000e+00 4.609375000000000000e+00 7.031250000000000000e-01 8.281250000000000000e-01
2.179687499999999889e-01 7.070312500000000000e-01 8.284375000000000488e-01 5.531250000000000056e-02 1.015312500000000062e+00 4.453125000000000000e+00 1.015625000000000000e+00 8.593750000000000000e-01 -5.468750000000000000e-01 1.578125000000000000e+00
4.079687499999999911e-01 9.570312500000000000e-01 6.484375000000000000e-01 3.531249999999999667e-02 9.153124999999999734e-01 -5.468750000000000000e-01 -3.984375000000000000e+00 -4.140625000000000000e+00 4.453125000000000000e+00 5.781250000000000000e-01
3.129687500000000178e-01 5.820312500000000000e-01 5.584375000000000311e-01 6.531249999999999556e-02 9.653125000000000178e-01 1.953125000000000000e+00 -1.484375000000000000e+00 3.359375000000000000e+00 -3.046875000000000000e+00 7.812500000000000000e-02
1.229687500000000017e-01 8.320312500000000000e-01 7.384375000000000799e-01 4.531250000000000555e-02 1.065312500000000107e+00 -3.046875000000000000e+00 3.515625000000000000e+00 -1.640625000000000000e+00 1.953125000000000000e+00 1.078125000000000000e+00
1.244531249999999978e-01 6.660156250000000000e-01 8.326562500000000977e-01 6.765625000000000111e-02 9.629687500000000400e-01 -8.203125000000000000e-01 -3.515625000000000000e-01 -1.171875000000000000e-01 2.304687500000000000e+00 1.148437500000000000e+00
3.144531250000000000e-01 9.160156250000000000e-01 6.526562500000000488e-01 4.765624999999999722e-02 1.062968750000000018e+00 4.179687500000000000e+00 4.648437500000000000e+00 4.882812500000000000e+00 -2.695312500000000000e+00 1.484375000000000000e-01
4.094531249999999734e-01 5.410156250000000000e-01 5.626562500000000799e-01 5.765625000000000611e-02 1.012968749999999973e+00 -3.320312500000000000e+00 2.148437500000000000e+00 -2.617187500000000000e+00 4.804687500000000000e+00 6.484375000000000000e-01
2.194531249999999989e-01 7.910156250000000000e-01 7.426562500000000178e-01 3.765625000000000222e-02 9.129687499999999956e-01 1.679687500000000000e+00 -2.851562500000000000e+00 2.382812500000000000e+00 -1.953125000000000000e-01 1.648437500000000000e+00
2.669531250000000133e-01 6.035156250000000000e-01 6.976562500000000888e-01 6.265624999999999667e-02 9.879687500000000622e-01 4.296875000000000000e-01 -1.601562500000000000e+00 3.632812500000000000e+00 1.054687500000000000e+00 8.984375000000000000e-01
4.569531250000000155e-01 8.535156250000000000e-01 8.776562500000000266e-01 4.265624999999999972e-02 8.879687499999999734e-01 -4.570312500000000000e+00 3.398437500000000000e+00 -1.367187500000000000e+00 -3.945312500000000000e+00 1.898437500000000000e+00
3.619531249999999867e-01 7.285156250000000000e-01 7.876562500000000577e-01 5.265625000000000167e-02 9.379687500000000178e-01 2.929687500000000000e+00 8.984375000000000000e-01 1.132812500000000000e+00 3.554687500000000000e+00 1.398437500000000000e+00
1.719531249999999845e-01 9.785156250000000000e-01 6.076562500000000089e-01 3.265624999999999778e-02 1.037968750000000107e+00 -2.070312500000000000e+00 -4.101562500000000000e+00 -3.867187500000000000e+00 -1.445312500000000000e+00 3.984375000000000000e-01
1.957031249999999778e-01 5.097656250000000000e-01 7.651562499999999822e-01 4.015625000000000444e-02 1.050468750000000062e+00 -1.445312500000000000e+00 -9.765625000000000000e-01 5.078125000000000000e-01 4.296875000000000000e-01 1.023437500000000000e+00
3.857031249999999800e-01 7.597656250000000000e-01 5.851562500000000444e-01 6.015625000000000833e-02 9.504687499999999734e-01 3.554687500000000000e+00 4.023437500000000000e+00 -4.492187500000000000e+00 -4.570312500000000000e+00 2.343750000000000000e-02
4.807031250000000089e-01 6.347656250000000000e-01 6.751562500000000133e-01 3.015624999999999903e-02 9.004687500000000400e-01 -3.945312500000000000e+00 1.523437500000000000e+00 3.007812500000000000e+00 2.929687500000000000e+00 5.234375000000000000e-01
2.907031250000000067e-01 8.847656250000000000e-01 8.551562500000000622e-01 5.015624999999999944e-02 1.000468750000000018e+00 1.054687500000000000e+00 -3.476562500000000000e+00 -1.992187500000000000e+00 -2.070312500000000000e+00 1.523437500000000000e+00
2.432031249999999922e-01 6.972656250000000000e-01 6.301562500000000844e-01 4.515625000000000194e-02 8.754687500000000178e-01 2.304687500000000000e+00 -2.226562500000000000e+00 -3.242187500000000000e+00 1.679687500000000000e+00 7.734375000000000000e-01
4.332031250000000222e-01 9.472656250000000000e-01 8.101562500000000222e-01 6.515624999999999889e-02 9.754687499999999956e-01 -2.695312500000000000e+00 2.773437500000000000e+00 1.757812500000000000e+00 -3.320312500000000000e+00 1.773437500000000000e+00
3.382031249999999933e-01 5.722656250000000000e-01 9.001562499999999911e-01 3.515625000000000000e-02 1.025468749999999929e+00 4.804687500000000000e+00 2.734375000000000000e-01 -7.421875000000000000e-01 4.179687500000000000e+00 1.273437500000000000e+00
1.482031249999999911e-01 8.222656250000000000e-01 7.201562500000000533e-01 5.515625000000000389e-02 9.254687500000000622e-01 -1.953125000000000000e-01 -4.726562500000000000e+00 4.257812500000000000e+00 -8.203125000000000000e-01 2.734375000000000000e-01
1.600781249999999878e-01 5.878906250000000000e-01 5.739062500000000622e-01 5.390625000000000278e-02 9.192187499999999734e-01 -3.007812500000000000e+00 4.960937500000000000e+00 1.445312500000000000e+00 -5.078125000000000000e-01 1.960937500000000000e+00
3.500781250000000178e-01 8.378906250000000000e-01 7.539062500000000000e-01 3.390624999999999889e-02 1.019218750000000062e+00 1.992187500000000000e+00 -3.906250000000000000e-02 -3.554687500000000000e+00 4.492187500000000000e+00 9.609375000000000000e-01
4.450781249999999911e-01 7.128906250000000000e-01 8.439062500000000799e-01 6.390624999999999778e-02 1.069218750000000107e+00 -5.078125000000000000e-01 -2.539062500000000000e+00 3.945312500000000000e+00 -3.007812500000000000e+00 4.609375000000000000e-01
2.550781249999999889e-01 9.628906250000000000e-01 6.639062500000000311e-01 4.390625000000000083e-02 9.692187500000000178e-01 4.492187500000000000e+00 2.460937500000000000e+00 -1.054687500000000000e+00 1.992187500000000000e+00 1.460937500000000000e+00
3.025781250000000311e-01 6.503906250000000000e-01 7.989062500000000400e-01 5.890625000000000722e-02 1.044218749999999973e+00 3.242187500000000000e+00 3.710937500000000000e+00 -4.804687500000000000e+00 -1.757812500000000000e+00 2.109375000000000000e-01
4.925781249999999778e-01 9.003906250000000000e-01 6.189062499999999911e-01 3.890625000000000333e-02 9.442187499999999956e-01 -1.757812500000000000e+00 -1.289062500000000000e+00 1.953125000000000000e-01 3.242187500000000000e+00 1.210937500000000000e+00
3.975781250000000044e-01 5.253906250000000000e-01 7.089062500000000711e-01 6.890625000000000222e-02 8.942187499999999512e-01 7.421875000000000000e-01 -3.789062500000000000e+00 -2.304687500000000000e+00 -4.257812500000000000e+00 1.710937500000000000e+00
2.075781250000000022e-01 7.753906250000000000e-01 8.889062500000000089e-01 4.890624999999999833e-02 9.942187500000000400e-01 -4.257812500000000000e+00 1.210937500000000000e+00 2.695312500000000000e+00 7.421875000000000000e-01 7.109375000000000000e-01
1.838281250000000089e-01 7.441406250000000000e-01 6.414062500000000666e-01 3.640625000000000111e-02 1.006718750000000107e+00 -4.882812500000000000e+00 4.335937500000000000e+00 -1.679687500000000000e+00 -2.382812500000000000e+00 1.835937500000000000e+00
3.738281250000000111e-01 9.941406250000000000e-01 8.214062500000001155e-01 5.640625000000000500e-02 9.067187500000000178e-01 1.171875000000000000e-01 -6.640625000000000000e-01 3.320312500000000000e+00 2.617187500000000000e+00 8.359375000000000000e-01
4.688281249999999845e-01 6.191406250000000000e-01 7.314062500000000355e-01 4.640625000000000305e-02 9.567187500000000622e-01 -2.382812500000000000e+00 -3.164062500000000000e+00 -4.179687500000000000e+00 -4.882812500000000000e+00 3.359375000000000000e-01
2.788281249999999822e-01 8.691406250000000000e-01 5.514062500000000977e-01 6.640625000000000000e-02 1.056718750000000151e+00 2.617187500000000000e+00 1.835937500000000000e+00 8.203125000000000000e-01 1.171875000000000000e-01 1.335937500000000000e+00
2.313281249999999956e-01 5.566406250000000000e-01 8.664062500000000444e-01 3.140624999999999667e-02 9.317187500000000400e-01 3.867187500000000000e+00 3.085937500000000000e+00 4.570312500000000000e+00 -1.132812500000000000e+00 8.593750000000000000e-02
4.213281249999999978e-01 8.066406250000000000e-01 6.864062500000001066e-01 5.140625000000000056e-02 1.031718750000000018e+00 -1.132812500000000000e+00 -1.914062500000000000e+00 -4.296875000000000000e-01 3.867187500000000000e+00 1.085937500000000000e+00
3.263281249999999689e-01 6.816406250000000000e-01 5.964062500000000266e-01 4.140624999999999861e-02 9.817187499999999734e-01 1.367187500000000000e+00 -4.414062500000000000e+00 2.070312500000000000e+00 -3.632812500000000000e+00 1.585937500000000000e+00
1.363281249999999944e-01 9.316406250000000000e-01 7.764062500000000755e-01 6.140625000000000250e-02 8.817187499999999956e-01 -3.632812500000000000e+00 5.859375000000000000e-01 -2.929687500000000000e+00 1.367187500000000000e+00 5.859375000000000000e-01
1.422656250000000067e-01 5.332031250000000000e-01 6.695312500000000222e-01 4.578125000000000250e-02 1.022343750000000107e+00 3.085937500000000000e+00 -3.007812500000000000e+00 3.164062500000000000e+00 -3.164062500000000000e+00 1.242187500000000000e+00
3.322656250000000089e-01 7.832031250000000000e-01 8.495312500000000711e-01 6.578125000000001332e-02 9.223437500000000178e-01 -1.914062500000000000e+00 1.992187500000000000e+00 -1.835937500000000000e+00 1.835937500000000000e+00 2.421875000000000000e-01
4.272656249999999822e-01 6.582031250000000000e-01 7.595312499999999911e-01 3.578125000000000056e-02 8.723437499999999734e-01 5.859375000000000000e-01 4.492187500000000000e+00 6.640625000000000000e-01 -6.640625000000000000e-01 7.421875000000000000e-01
2.372656249999999800e-01 9.082031250000000000e-01 5.795312500000000533e-01 5.578125000000000444e-02 9.723437500000000622e-01 -4.414062500000000000e+00 -5.078125000000000000e-01 -4.335937500000000000e+00 4.335937500000000000e+00 1.742187500000000000e+00
2.847656250000000222e-01 7.207031250000000000e-01 8.945312500000000000e-01 4.078125000000000500e-02 8.973437499999999956e-01 -3.164062500000000000e+00 -4.257812500000000000e+00 -5.859375000000000000e-01 -4.414062500000000000e+00 9.921875000000000000e-01
4.747656250000000244e-01 9.707031250000000000e-01 7.145312500000000622e-01 6.078125000000000888e-02 9.973437499999999734e-01 1.835937500000000000e+00 7.421875000000000000e-01 4.414062500000000000e+00 5.859375000000000000e-01 1.992187500000000000e+00
3.797656249999999956e-01 5.957031250000000000e-01 6.245312499999999822e-01 3.078124999999999958e-02 1.047343750000000018e+00 -6.640625000000000000e-01 3.242187500000000000e+00 -3.085937500000000000e+00 -1.914062500000000000e+00 1.492187500000000000e+00
1.897656249999999933e-01 8.457031250000000000e-01 8.045312500000000311e-01 5.078125000000000000e-02 9.473437500000000400e-01 4.335937500000000000e+00 -1.757812500000000000e+00 1.914062500000000000e+00 3.085937500000000000e+00 4.921875000000000000e-01
2.135156249999999867e-01 6.269531250000000000e-01 5.570312500000000888e-01 6.328125000000001110e-02 9.348437499999999734e-01 4.960937500000000000e+00 -3.632812500000000000e+00 -3.710937500000000000e+00 -3.789062500000000000e+00 1.117187500000000000e+00
4.035156249999999889e-01 8.769531250000000000e-01 7.370312500000000266e-01 4.328125000000000028e-02 1.034843750000000062e+00 -3.906250000000000000e-02 1.367187500000000000e+00 1.289062500000000000e+00 1.210937500000000000e+00 1.171875000000000000e-01
4.985156250000000178e-01 5.019531250000000000e-01 8.270312500000001066e-01 5.328125000000000222e-02 9.848437500000000178e-01 2.460937500000000000e+00 3.867187500000000000e+00 -1.210937500000000000e+00 -1.289062500000000000e+00 6.171875000000000000e-01
3.085156249999999600e-01 7.519531250000000000e-01 6.470312500000000577e-01 3.328124999999999833e-02 8.848437500000000400e-01 -2.539062500000000000e+00 -1.132812500000000000e+00 3.789062500000000000e+00 3.710937500000000000e+00 1.617187500000000000e+00
2.610156249999999734e-01 5.644531250000000000e-01 7.820312500000000666e-01 6.828125000000001554e-02 1.009843749999999929e+00 -3.789062500000000000e+00 -4.882812500000000000e+00 3.906250000000000000e-02 -2.539062500000000000e+00 8.671875000000000000e-01
4.510156249999999756e-01 8.144531250000000000e-01 6.020312500000000178e-01 4.828124999999999778e-02 9.098437500000000622e-01 1.210937500000000000e+00 1.171875000000000000e-01 -4.960937500000000000e+00 2.460937500000000000e+00 1.867187500000000000e+00
3.560156250000000022e-01 6.894531250000000000e-01 6.920312500000000977e-01 5.828125000000000666e-02 9.598437499999999956e-01 -1.289062500000000000e+00 2.617187500000000000e+00 2.539062500000000000e+00 -3.906250000000000000e-02 1.367187500000000000e+00
1.660156250000000000e-01 9.394531250000000000e-01 8.720312500000000355e-01 3.828125000000000278e-02 1.059843749999999973e+00 3.710937500000000000e+00 -2.382812500000000000e+00 -2.460937500000000000e+00 4.960937500000000000e+00 3.671875000000000000e-01
1.541406250000000033e-01 7.050781250000000000e-01 7.482812500000000089e-01 3.203124999999999722e-02 9.785937500000000400e-01 8.984375000000000000e-01 2.304687500000000000e+00 -4.648437500000000000e+00 4.023437500000000000e+00 1.929687500000000000e+00
3.441406249999999778e-01 9.550781250000000000e-01 5.682812500000000711e-01 5.203125000000000111e-02 8.785937499999999512e-01 -4.101562500000000000e+00 -2.695312500000000000e+00 3.515625000000000000e-01 -9.765625000000000000e-01 9.296875000000000000e-01
4.391406250000000067e-01 5.800781250000000000e-01 6.582812500000000400e-01 4.203124999999999917e-02 9.285937499999999956e-01 3.398437500000000000e+00 -1.953125000000000000e-01 -2.148437500000000000e+00 1.523437500000000000e+00 4.296875000000000000e-01
2.491406250000000044e-01 8.300781250000000000e-01 8.382812500000000888e-01 6.203125000000000305e-02 1.028593749999999973e+00 -1.601562500000000000e+00 4.804687500000000000e+00 2.851562500000000000e+00 -3.476562500000000000e+00 1.429687500000000000e+00
